id,customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,last_contact_duration,num_contacts_in_campaign,days_since_prev_campaign_contact,num_contacts_prev_campaign,prev_campaign_outcome,term_deposit_subscribed
id_7493,59,management,married,tertiary,no,2846,yes,no,telephone,19,apr,1155,5,,0,unknown,1
id_17643,42,technician,married,secondary,no,1,no,no,unknown,2,jun,294,1,,0,unknown,0
id_19949,40,management,single,tertiary,no,428,yes,no,cellular,6,may,14,3,169,2,failure,0
id_215,,blue-collar,married,secondary,no,2342,yes,yes,cellular,5,may,299,2,,0,unknown,0
id_34939,53,technician,married,secondary,no,780,no,no,cellular,9,jul,651,1,,0,unknown,0
id_14036,38,management,single,tertiary,no,8368,no,no,unknown,11,jun,194,1,,0,unknown,0
id_29729,40,blue-collar,married,primary,no,-255,yes,no,unknown,29,may,185,5,,0,unknown,0
id_32766,20,student,single,secondary,no,522,no,no,cellular,1,jul,165,1,199,3,failure,0
id_16679,34,blue-collar,married,secondary,no,664,yes,yes,cellular,5,feb,452,4,,0,unknown,0
id_17836,28,admin.,single,secondary,no,156,yes,no,cellular,15,may,554,1,364,1,other,1
id_18787,25,student,single,unknown,no,467,no,no,cellular,4,feb,283,2,,0,unknown,0
id_2110,38,entrepreneur,married,tertiary,no,-5,yes,no,cellular,17,nov,76,1,,0,unknown,0
id_40169,35,management,married,tertiary,no,240,no,no,cellular,4,aug,153,1,92,3,failure,1
id_17618,35,technician,married,tertiary,no,632,yes,yes,cellular,27,apr,62,1,,0,unknown,0
id_5141,23,blue-collar,married,secondary,no,243,yes,no,unknown,28,may,164,2,,0,unknown,0
id_16852,27,management,married,tertiary,no,,no,no,cellular,26,may,475,1,,0,unknown,1
id_44158,54,retired,married,secondary,no,334,yes,no,unknown,5,may,230,2,,0,unknown,0
id_32896,32,management,single,tertiary,no,167,no,no,cellular,25,aug,307,4,,0,unknown,0
id_21826,43,blue-collar,married,secondary,no,-5,yes,no,unknown,29,may,335,2,,0,unknown,0
id_43724,58,retired,married,tertiary,no,141,no,no,unknown,26,may,167,5,,0,unknown,0
id_42649,28,technician,single,secondary,no,1693,yes,yes,unknown,28,may,159,2,,0,unknown,0
id_1305,48,services,single,secondary,no,319,no,no,telephone,22,aug,74,11,,0,unknown,0
id_16399,28,management,married,tertiary,no,743,yes,yes,cellular,11,may,232,3,341,1,other,0
id_1532,53,admin.,married,secondary,no,867,yes,no,cellular,17,nov,87,1,,0,unknown,0
id_31622,57,admin.,married,secondary,no,2800,no,no,telephone,31,jul,41,3,,0,unknown,0
id_43352,31,blue-collar,married,secondary,no,22,yes,no,cellular,8,may,124,2,359,4,failure,0
id_22370,38,admin.,married,secondary,no,2319,no,no,cellular,7,jul,69,1,,0,unknown,0
id_13182,31,services,married,secondary,no,3842,yes,no,unknown,13,may,61,1,,0,unknown,0
id_17909,50,housemaid,divorced,secondary,no,56,no,no,cellular,19,nov,116,1,,0,unknown,0
id_9024,30,technician,married,secondary,no,2,no,no,cellular,19,aug,80,1,,0,unknown,0
id_29131,54,management,divorced,tertiary,no,3288,no,no,cellular,22,jun,869,1,84,3,success,1
id_24524,79,housemaid,married,secondary,no,497,no,no,telephone,16,mar,68,4,,0,unknown,0
id_35572,42,unemployed,single,secondary,no,2616,yes,no,cellular,30,jul,167,6,,0,unknown,0
id_417,38,blue-collar,married,secondary,no,6698,yes,no,cellular,20,apr,194,3,,0,unknown,0
id_41492,55,technician,married,secondary,no,194,no,no,cellular,13,aug,0,17,,0,unknown,0
id_14855,51,services,married,tertiary,no,0,no,no,cellular,8,aug,117,2,,0,unknown,0
id_3544,35,management,single,tertiary,no,1779,no,no,cellular,8,oct,622,2,183,1,success,1
id_29947,35,management,married,tertiary,no,1618,yes,no,cellular,16,apr,710,1,,0,unknown,0
id_27517,54,admin.,married,secondary,no,107,no,no,telephone,2,jun,271,1,,0,unknown,1
id_43169,22,services,single,secondary,no,-35,yes,yes,unknown,9,may,130,2,,0,unknown,0
id_34442,51,services,married,secondary,no,1194,no,yes,cellular,17,nov,202,1,,0,unknown,0
id_26781,33,management,single,tertiary,no,137,yes,no,cellular,25,jul,561,1,,0,unknown,0
id_38702,38,admin.,married,secondary,no,233,yes,no,unknown,27,may,209,1,,0,unknown,0
id_22248,52,technician,married,secondary,no,-721,yes,no,unknown,27,may,1185,1,,0,unknown,1
id_18391,32,services,married,tertiary,no,1347,yes,no,unknown,21,may,127,1,,0,unknown,0
id_3003,46,technician,married,primary,no,-326,no,no,unknown,9,jun,216,2,,0,unknown,0
id_3217,23,student,single,secondary,no,223,no,no,cellular,30,apr,852,1,,0,unknown,1
id_22684,34,housemaid,divorced,secondary,no,-32,yes,no,cellular,6,feb,509,2,,0,unknown,0
id_38858,42,housemaid,married,secondary,no,808,yes,no,cellular,9,jul,127,1,,0,unknown,0
id_39659,28,technician,single,secondary,no,487,yes,no,cellular,30,jul,372,4,,0,unknown,0
id_36036,33,technician,married,secondary,no,3,no,no,cellular,14,aug,171,6,,0,unknown,0
id_41808,25,services,single,secondary,no,2685,no,yes,unknown,24,aug,10,1,,0,unknown,0
id_8994,37,management,married,secondary,no,1161,yes,no,unknown,27,may,100,3,,0,unknown,0
id_12357,47,technician,married,secondary,no,1468,yes,no,unknown,14,may,67,2,,0,unknown,0
id_41967,33,management,married,unknown,no,-5,no,no,unknown,5,jun,118,1,,0,unknown,0
id_7893,32,blue-collar,single,primary,no,352,no,no,cellular,4,feb,256,1,196,8,failure,0
id_38452,29,housemaid,married,primary,no,-2,no,no,telephone,8,jul,78,3,,0,unknown,0
id_5803,51,management,single,tertiary,no,102128,no,no,cellular,3,jun,73,1,,0,unknown,0
id_805,34,blue-collar,single,secondary,no,-600,no,no,cellular,25,jul,146,4,,0,unknown,0
id_42973,45,housemaid,divorced,tertiary,no,2097,no,no,unknown,20,jun,86,3,,0,unknown,0
id_5639,33,technician,single,unknown,no,321,yes,no,cellular,29,jan,453,2,253,2,failure,0
id_36095,42,technician,married,secondary,no,376,no,no,telephone,29,jan,234,1,,0,unknown,0
id_34140,47,management,divorced,tertiary,no,2566,yes,no,cellular,31,jul,756,8,,0,unknown,0
id_24133,53,technician,married,unknown,no,368,yes,no,cellular,28,jan,132,1,197,2,failure,0
id_2000,76,unknown,married,unknown,no,398,no,no,telephone,8,nov,222,1,185,3,success,0
id_17000,39,self-employed,married,secondary,no,-5,no,no,cellular,14,aug,257,4,,0,unknown,0
id_18446,50,admin.,divorced,secondary,no,296,yes,no,cellular,17,nov,109,1,164,2,success,0
id_14910,33,services,single,secondary,no,762,no,no,unknown,20,jun,0,13,,0,unknown,0
id_39286,60,blue-collar,married,primary,no,861,no,no,telephone,22,aug,56,4,,0,unknown,0
id_17838,42,admin.,married,secondary,no,-36,yes,no,unknown,14,may,279,2,,0,unknown,0
id_20217,41,services,divorced,secondary,no,-156,yes,no,cellular,3,apr,173,3,,0,unknown,0
id_38696,43,admin.,divorced,secondary,no,158,yes,no,unknown,7,may,103,,,0,unknown,0
id_1595,40,technician,married,secondary,no,48,yes,no,cellular,20,aug,375,4,,0,unknown,0
id_24113,43,management,married,tertiary,no,2285,yes,yes,unknown,18,jun,97,2,,0,unknown,0
id_36459,35,blue-collar,single,primary,no,78,no,no,telephone,10,jul,334,4,,0,unknown,0
id_36352,52,admin.,married,secondary,no,5121,no,yes,cellular,7,aug,237,7,,0,unknown,0
id_39193,37,management,married,tertiary,yes,-1039,yes,yes,unknown,23,jun,60,2,,0,unknown,0
id_33782,56,blue-collar,married,secondary,no,1165,yes,no,unknown,12,may,498,1,,0,unknown,0
id_24839,30,blue-collar,single,unknown,no,808,yes,no,unknown,20,jun,26,18,,0,unknown,0
id_9809,48,management,divorced,primary,no,427,yes,no,unknown,20,may,165,2,,0,unknown,0
id_20141,54,admin.,married,tertiary,yes,6,no,no,unknown,19,may,90,11,,0,unknown,0
id_2493,42,services,divorced,secondary,no,,no,no,cellular,31,jul,116,4,,0,unknown,0
id_15039,31,blue-collar,married,secondary,no,567,no,yes,cellular,3,feb,,2,,0,unknown,0
id_13044,24,admin.,married,secondary,no,-246,yes,yes,unknown,4,jun,326,2,,0,unknown,0
id_30198,44,management,divorced,tertiary,no,576,yes,no,cellular,31,jul,219,2,,0,unknown,0
id_5147,30,management,married,tertiary,no,745,no,no,unknown,21,may,208,1,,0,unknown,0
id_22083,26,management,single,tertiary,no,2784,no,no,cellular,23,mar,429,1,,0,unknown,1
id_26232,32,management,single,tertiary,no,1434,yes,no,cellular,3,jun,182,2,,0,unknown,0
id_16304,,blue-collar,single,secondary,no,197,no,no,telephone,30,apr,97,1,,0,unknown,0
id_20658,44,blue-collar,married,unknown,no,133,yes,no,unknown,6,may,220,1,,0,unknown,0
id_25206,21,student,single,secondary,no,368,no,no,telephone,8,jul,441,3,,0,unknown,1
id_22919,35,entrepreneur,married,primary,no,1,yes,no,cellular,21,jul,117,3,,0,unknown,0
id_16412,53,admin.,married,secondary,no,54,no,no,cellular,26,aug,162,2,,0,unknown,0
id_40388,51,admin.,married,tertiary,no,24,yes,no,telephone,28,aug,69,3,,0,unknown,0
id_9393,50,blue-collar,married,primary,no,882,no,no,cellular,31,jul,223,4,,0,unknown,0
id_34680,42,blue-collar,married,secondary,no,424,yes,yes,cellular,14,may,166,2,,0,unknown,0
id_17539,35,management,single,tertiary,no,7507,yes,no,unknown,30,oct,265,1,,0,unknown,1
id_15119,45,blue-collar,married,secondary,no,373,yes,no,unknown,8,may,121,2,,0,unknown,0
id_40990,37,management,married,secondary,no,42,yes,no,cellular,26,aug,313,10,,0,unknown,0
id_16293,36,management,single,tertiary,no,52,no,no,cellular,18,aug,79,5,,0,unknown,0
id_42193,27,blue-collar,married,secondary,no,177,yes,no,unknown,12,may,130,3,,0,unknown,0
id_29077,29,services,married,secondary,no,263,yes,yes,cellular,19,nov,1517,1,,0,unknown,1
id_11015,49,management,married,tertiary,no,576,no,no,cellular,18,aug,765,3,,0,unknown,1
id_19782,30,blue-collar,married,secondary,no,1516,yes,no,cellular,20,nov,341,1,,0,unknown,0
id_24127,28,entrepreneur,single,tertiary,no,12,no,no,cellular,5,feb,64,1,,0,unknown,0
id_11853,59,retired,single,secondary,no,1624,no,no,unknown,12,jun,103,1,,0,unknown,0
id_8858,56,management,divorced,tertiary,no,866,no,no,cellular,28,aug,45,3,,0,unknown,0
id_26768,45,blue-collar,married,unknown,no,173,yes,no,cellular,12,may,157,1,,0,unknown,0
id_28487,44,blue-collar,married,primary,no,302,yes,no,cellular,29,jan,212,1,261,3,failure,0
id_21484,48,services,single,secondary,no,514,no,no,telephone,22,jul,70,4,,0,unknown,0
id_27719,34,services,single,secondary,no,254,yes,no,unknown,2,jun,509,1,,0,unknown,0
id_15907,28,blue-collar,single,secondary,no,-344,no,yes,cellular,28,jul,139,4,,0,unknown,0
id_35084,42,admin.,married,secondary,no,9,no,yes,cellular,21,jul,94,2,,0,unknown,0
id_34405,34,technician,married,secondary,no,707,yes,no,cellular,18,nov,289,2,,0,unknown,0
id_28850,49,admin.,married,secondary,no,-3,no,no,unknown,3,jun,115,2,,0,unknown,0
id_15543,54,entrepreneur,married,secondary,no,-3,no,no,cellular,29,aug,100,3,,0,unknown,0
id_7571,28,management,single,tertiary,no,587,no,no,cellular,7,sep,673,1,221,3,failure,0
id_18800,47,blue-collar,married,secondary,no,201,no,no,cellular,7,aug,242,2,,0,unknown,0
id_37961,47,management,single,tertiary,no,2,yes,no,unknown,6,jun,57,3,,0,unknown,0
id_36546,34,blue-collar,married,secondary,no,1412,yes,yes,unknown,27,may,157,2,,0,unknown,0
id_20172,29,admin.,single,secondary,no,-650,yes,no,unknown,28,may,425,2,,0,unknown,0
id_41927,26,management,single,tertiary,no,4,no,no,telephone,8,jan,174,2,,0,unknown,0
id_35517,29,management,married,secondary,no,144,yes,no,cellular,22,jul,39,13,,0,unknown,0
id_28966,40,admin.,single,secondary,no,666,no,no,cellular,19,nov,179,2,121,2,success,0
id_30728,74,retired,married,tertiary,no,1846,no,no,cellular,15,mar,203,1,185,2,success,1
id_35744,21,student,single,secondary,no,-4,no,no,cellular,6,feb,225,6,,0,unknown,1
id_5380,34,blue-collar,divorced,secondary,no,808,yes,yes,cellular,6,apr,193,3,,0,unknown,0
id_26577,32,technician,single,secondary,no,3306,no,no,cellular,1,oct,198,2,,0,unknown,0
id_39952,39,management,married,primary,no,4358,no,no,unknown,9,jun,249,1,,0,unknown,0
id_31787,39,blue-collar,divorced,primary,no,1,no,yes,unknown,1,jul,628,1,,0,unknown,0
id_36384,35,admin.,single,secondary,no,210,yes,no,cellular,15,mar,271,2,,0,unknown,0
id_8287,34,admin.,divorced,secondary,no,1220,yes,no,cellular,12,nov,475,1,374,1,success,1
id_21416,57,admin.,married,unknown,no,480,no,no,cellular,11,sep,311,8,,0,unknown,0
id_10575,25,self-employed,single,tertiary,no,3042,yes,yes,cellular,17,apr,554,1,325,1,other,0
id_37281,39,entrepreneur,married,tertiary,no,124,yes,no,cellular,5,may,475,1,287,1,failure,0
id_8027,43,blue-collar,divorced,secondary,no,-706,no,yes,unknown,3,jul,93,1,,0,unknown,0
id_41911,37,management,single,tertiary,no,1343,yes,no,cellular,13,may,110,6,173,4,other,0
id_18418,35,blue-collar,married,secondary,no,122,yes,no,cellular,14,apr,266,3,328,1,failure,0
id_3582,49,services,married,secondary,no,-180,yes,yes,cellular,11,may,139,2,347,1,failure,0
id_21185,30,management,married,tertiary,no,880,no,no,cellular,3,feb,173,3,,0,unknown,0
id_2916,29,services,married,secondary,no,413,yes,yes,cellular,9,jul,235,1,,0,unknown,0
id_102,55,services,single,secondary,no,1166,yes,no,cellular,21,nov,331,1,,0,unknown,0
id_20794,28,management,single,tertiary,no,720,no,no,cellular,15,jan,1260,4,210,4,other,1
id_38462,53,unemployed,married,secondary,no,671,no,no,cellular,30,jan,69,1,,0,unknown,0
id_6667,58,admin.,married,unknown,no,1848,yes,no,cellular,4,feb,148,2,260,1,failure,0
id_19359,53,blue-collar,divorced,primary,no,4399,no,no,telephone,11,aug,261,1,,0,unknown,1
id_4205,44,management,married,tertiary,no,650,no,no,unknown,16,jun,229,2,,0,unknown,0
id_24175,52,blue-collar,married,secondary,no,1022,yes,no,cellular,8,may,317,3,,0,unknown,0
id_29987,42,blue-collar,married,secondary,no,898,yes,no,cellular,7,apr,100,1,328,1,failure,0
id_13977,53,retired,married,secondary,no,1464,no,yes,cellular,29,jul,271,2,,0,unknown,0
id_30733,32,admin.,divorced,secondary,no,1124,yes,no,unknown,8,may,135,2,,0,unknown,0
id_20960,42,management,married,tertiary,no,189,no,no,cellular,21,aug,308,2,,0,unknown,0
id_37693,33,services,married,secondary,no,110,yes,no,unknown,6,may,597,3,,0,unknown,0
id_21966,61,retired,single,secondary,no,78,yes,no,telephone,28,jul,12,8,,0,unknown,0
id_17262,39,blue-collar,divorced,secondary,yes,-58,yes,no,cellular,10,jul,588,6,,0,unknown,0
id_42072,54,self-employed,married,tertiary,no,1671,no,no,cellular,28,jan,191,1,189,1,failure,0
id_36849,45,admin.,divorced,secondary,no,-513,yes,no,cellular,5,may,52,4,362,1,other,0
id_10416,50,admin.,married,secondary,no,1532,yes,no,unknown,15,may,186,1,,0,unknown,0
id_8177,49,technician,married,secondary,no,2,no,no,cellular,21,nov,608,1,10,1,failure,1
id_43503,45,admin.,married,secondary,no,1863,yes,yes,cellular,14,may,135,4,,0,unknown,0
id_38834,60,unemployed,married,secondary,no,953,no,no,cellular,8,mar,304,1,89,2,success,1
id_1672,18,student,single,unknown,no,5372,no,no,cellular,4,may,72,6,,0,unknown,0
id_33321,45,housemaid,married,primary,no,3,no,no,telephone,31,jul,26,38,,0,unknown,0
id_13104,30,management,single,secondary,no,1321,no,yes,cellular,7,jul,175,2,,0,unknown,0
id_7171,,management,single,tertiary,no,3276,no,no,unknown,9,jun,70,4,,0,unknown,0
id_26983,26,management,married,tertiary,no,1365,yes,no,unknown,29,may,272,3,,0,unknown,0
id_28023,55,management,married,tertiary,no,4,yes,no,unknown,14,may,155,2,,0,unknown,0
id_36923,37,blue-collar,married,primary,no,39,yes,yes,cellular,13,may,267,2,335,1,other,0
id_36980,36,blue-collar,single,secondary,no,1014,no,no,unknown,6,jun,52,2,,0,unknown,0
id_38613,48,blue-collar,married,secondary,no,86,yes,no,cellular,17,jul,37,8,,0,unknown,0
id_35680,28,technician,single,secondary,no,1625,yes,no,cellular,25,jul,70,3,,0,unknown,0
id_4334,38,blue-collar,single,primary,no,5472,no,yes,unknown,9,jun,182,2,,0,unknown,0
id_16930,28,management,married,secondary,no,,yes,no,unknown,21,may,24,2,,0,unknown,0
id_40641,33,services,married,secondary,no,358,yes,no,cellular,29,jan,110,1,185,13,other,0
id_41134,46,blue-collar,married,primary,no,40,yes,no,unknown,8,may,224,1,,0,unknown,0
id_31648,34,blue-collar,married,primary,no,1214,yes,no,unknown,27,may,263,3,,0,unknown,0
id_14319,34,entrepreneur,married,primary,no,798,no,no,cellular,8,aug,,3,,0,unknown,0
id_3055,38,housemaid,married,primary,no,320,no,no,cellular,7,may,95,1,324,2,failure,0
id_24691,30,services,single,secondary,no,205,yes,no,cellular,15,apr,475,1,,0,unknown,0
id_781,76,retired,married,secondary,no,724,no,no,telephone,22,jun,304,3,,0,unknown,0
id_214,32,blue-collar,single,secondary,no,392,yes,no,unknown,28,may,537,7,,0,unknown,0
id_23472,42,technician,divorced,unknown,no,4389,no,no,telephone,2,jul,618,2,85,1,success,1
id_32815,48,admin.,divorced,secondary,no,,yes,yes,cellular,29,jul,134,19,,0,unknown,0
id_32351,35,management,married,tertiary,no,377,yes,no,unknown,5,may,214,1,,0,unknown,0
id_13716,52,services,divorced,secondary,yes,-3,no,yes,unknown,3,jul,163,10,,0,unknown,0
id_21938,,blue-collar,married,secondary,no,16,no,no,cellular,10,jul,486,1,,0,unknown,0
id_19126,43,entrepreneur,married,secondary,no,-478,yes,yes,unknown,2,jun,360,6,,0,unknown,0
id_26871,37,entrepreneur,married,tertiary,no,2091,yes,no,cellular,22,jul,,1,,0,unknown,0
id_24261,52,admin.,married,secondary,no,222,no,no,cellular,5,aug,245,1,,0,unknown,0
id_1996,29,services,single,secondary,no,633,yes,no,cellular,18,may,92,1,,0,unknown,0
id_40008,37,housemaid,married,secondary,no,-1,no,yes,telephone,15,jul,555,3,,0,unknown,0
id_21050,39,blue-collar,single,secondary,no,1967,no,no,unknown,18,jun,163,9,,0,unknown,0
id_26276,53,blue-collar,married,unknown,no,2691,yes,no,cellular,20,nov,266,1,104,2,other,0
id_20871,30,blue-collar,married,primary,no,1287,yes,no,cellular,14,apr,306,2,,0,unknown,0
id_4336,50,management,married,tertiary,no,586,no,no,cellular,26,may,94,1,,0,unknown,0
id_14592,40,admin.,married,secondary,no,607,yes,no,unknown,13,may,330,3,,0,unknown,0
id_34649,34,management,single,tertiary,no,4,yes,no,cellular,13,may,550,1,,0,unknown,1
id_39806,28,student,single,tertiary,no,115,no,no,cellular,10,mar,86,2,,0,unknown,0
id_21030,31,services,married,secondary,no,2535,yes,no,cellular,18,may,24,6,180,2,other,0
id_42590,28,blue-collar,single,primary,no,300,yes,no,cellular,23,jul,29,8,,0,unknown,0
id_571,36,management,divorced,tertiary,no,504,yes,no,unknown,29,may,390,1,,0,unknown,0
id_32442,28,management,married,secondary,no,-5,no,no,cellular,19,aug,68,2,,0,unknown,0
id_11166,35,blue-collar,married,primary,no,975,yes,yes,unknown,23,may,274,1,,0,unknown,0
id_33896,33,admin.,divorced,primary,no,9571,yes,no,unknown,9,may,47,2,,0,unknown,0
id_7529,31,admin.,married,secondary,no,109,no,yes,cellular,21,nov,105,3,133,1,failure,0
id_19710,34,admin.,married,secondary,no,1250,yes,yes,cellular,1,jul,122,2,,0,unknown,0
id_7634,59,entrepreneur,married,tertiary,no,2916,yes,no,unknown,9,jun,119,1,,0,unknown,0
id_43012,41,management,single,tertiary,no,2034,yes,no,cellular,24,jul,1173,4,,0,unknown,0
id_35383,35,technician,married,secondary,no,399,yes,no,cellular,7,may,132,1,,0,unknown,0
id_36167,34,admin.,single,tertiary,no,59,no,yes,cellular,30,apr,83,1,,0,unknown,0
id_23940,49,services,divorced,secondary,no,60,no,yes,cellular,15,jul,899,1,,0,unknown,1
id_41533,58,technician,married,secondary,no,177,no,no,cellular,12,aug,109,4,,0,unknown,0
id_26188,34,student,single,tertiary,no,869,yes,no,cellular,11,may,204,1,277,2,failure,0
id_40126,55,housemaid,married,primary,no,957,no,no,unknown,20,jun,92,10,,0,unknown,0
id_35570,52,admin.,single,secondary,no,1960,no,no,telephone,23,apr,158,4,,0,unknown,0
id_13758,55,admin.,divorced,secondary,no,-5,yes,yes,cellular,4,feb,343,1,182,3,success,0
id_16263,54,blue-collar,married,primary,no,1704,no,no,cellular,8,may,331,3,,0,unknown,0
id_26430,62,retired,divorced,primary,no,95,no,yes,unknown,27,jun,234,1,,0,unknown,0
id_27079,58,blue-collar,married,primary,no,8322,yes,no,unknown,16,may,446,2,,0,unknown,0
id_44964,25,student,single,secondary,no,1923,yes,no,cellular,15,may,283,1,351,4,failure,0
id_6996,52,technician,divorced,secondary,no,302,no,yes,unknown,17,jun,180,1,,0,unknown,0
id_14153,54,services,married,secondary,no,-627,yes,yes,cellular,5,may,358,2,278,5,failure,0
id_20096,31,technician,single,secondary,no,713,yes,no,cellular,14,may,220,2,,0,unknown,0
id_22300,27,blue-collar,single,secondary,no,226,no,no,cellular,9,jul,815,6,,0,unknown,0
id_29601,36,blue-collar,single,secondary,no,3049,no,no,unknown,20,jun,31,11,,0,unknown,0
id_3592,33,management,married,tertiary,no,271,yes,no,cellular,11,may,139,2,,0,unknown,0
id_35220,34,technician,single,tertiary,no,310,no,no,cellular,14,aug,127,2,,0,unknown,0
id_39329,57,management,married,secondary,no,357,no,no,unknown,18,jun,81,2,,0,unknown,0
id_16806,43,unemployed,single,secondary,no,290,no,no,cellular,29,jul,492,1,,0,unknown,0
id_32593,37,entrepreneur,married,tertiary,no,85,yes,no,cellular,11,jul,208,2,,0,unknown,0
id_3726,26,student,single,secondary,no,349,no,no,cellular,10,aug,225,1,,0,unknown,1
id_33529,41,blue-collar,married,secondary,no,-141,yes,yes,unknown,23,may,120,1,,0,unknown,0
id_11328,34,blue-collar,married,primary,no,61,yes,no,telephone,11,may,12,1,,0,unknown,0
id_40084,33,technician,single,tertiary,no,191,yes,no,cellular,12,may,182,5,,0,unknown,0
id_32261,42,services,divorced,secondary,no,107,yes,no,unknown,6,may,173,2,,0,unknown,0
id_28250,33,technician,single,secondary,no,309,yes,yes,cellular,16,apr,327,1,234,3,failure,0
id_43025,31,management,married,tertiary,no,417,no,no,cellular,4,may,65,5,167,1,other,0
id_1730,33,self-employed,married,tertiary,no,13355,no,no,telephone,21,nov,44,5,,0,unknown,0
id_800,43,unknown,single,tertiary,no,2728,no,no,cellular,21,nov,1,7,,0,unknown,0
id_33789,30,blue-collar,married,primary,no,1257,yes,no,cellular,21,nov,98,1,182,1,failure,0
id_1439,39,admin.,single,secondary,no,13,no,no,cellular,1,apr,108,1,,0,unknown,0
id_22138,35,blue-collar,married,secondary,no,529,yes,no,cellular,20,apr,42,3,,0,unknown,0
id_37517,41,admin.,married,secondary,yes,-105,yes,no,cellular,28,jul,287,2,,0,unknown,0
id_2431,51,blue-collar,married,primary,no,1062,no,no,cellular,29,aug,89,8,,0,unknown,0
id_14344,57,management,married,tertiary,no,1433,no,no,unknown,12,jun,284,3,,0,unknown,0
id_15351,48,services,married,secondary,no,1231,yes,yes,unknown,30,may,120,1,,0,unknown,0
id_32724,59,housemaid,married,primary,no,7085,no,no,unknown,6,jun,79,3,,0,unknown,0
id_29534,58,management,married,secondary,no,7159,no,no,cellular,17,nov,91,1,,0,unknown,0
id_1873,32,technician,married,secondary,no,368,yes,no,cellular,11,may,207,2,276,3,failure,0
id_11189,49,unknown,married,secondary,no,436,no,no,cellular,28,jan,399,5,,0,unknown,0
id_13776,41,technician,married,secondary,no,4,no,no,cellular,20,aug,95,3,,0,unknown,0
id_7890,55,admin.,married,secondary,no,4495,no,no,cellular,8,may,290,2,168,3,failure,0
id_6964,28,services,married,secondary,no,4868,yes,yes,telephone,20,apr,0,6,306,3,other,0
id_22498,35,blue-collar,married,secondary,no,193,yes,no,cellular,17,apr,594,4,340,7,failure,0
id_18754,27,blue-collar,single,secondary,no,4,no,no,telephone,13,may,23,7,366,10,other,0
id_26329,32,technician,single,secondary,no,-474,yes,no,unknown,27,may,86,4,,0,unknown,0
id_25909,39,technician,divorced,tertiary,no,116,yes,yes,cellular,2,apr,1009,2,,0,unknown,0
id_22290,30,technician,single,secondary,no,7105,no,yes,cellular,21,nov,268,1,,0,unknown,0
id_37768,58,admin.,married,secondary,no,1144,no,no,telephone,7,jul,88,3,,0,unknown,0
id_5145,38,management,single,tertiary,no,1840,yes,no,cellular,25,aug,152,4,,0,unknown,0
id_26492,73,retired,divorced,primary,no,49,no,no,cellular,2,feb,283,1,,0,unknown,0
id_11390,20,blue-collar,single,secondary,no,488,yes,no,unknown,4,jun,641,1,,0,unknown,1
id_27980,52,management,married,tertiary,no,4282,no,no,cellular,17,nov,66,1,,0,unknown,0
id_20620,40,blue-collar,divorced,primary,no,301,yes,no,cellular,17,jul,1171,2,,0,unknown,1
id_37189,29,services,single,secondary,yes,4,no,yes,unknown,2,jul,85,3,,0,unknown,0
id_10550,35,blue-collar,married,secondary,no,-188,yes,yes,unknown,27,may,115,2,,0,unknown,0
id_35199,35,management,married,tertiary,no,444,yes,no,unknown,7,may,455,1,,0,unknown,0
id_22861,53,retired,married,secondary,no,1286,no,no,unknown,19,jun,139,5,,0,unknown,0
id_32701,42,blue-collar,married,primary,no,4,yes,no,cellular,6,may,32,1,,0,unknown,0
id_14242,42,management,single,tertiary,no,314,yes,yes,cellular,22,may,90,1,,0,unknown,0
id_16971,26,services,single,secondary,no,-357,no,no,cellular,15,jul,244,1,,0,unknown,0
id_21388,58,unknown,married,tertiary,no,323,no,no,telephone,18,jan,130,4,,0,unknown,0
id_6686,47,blue-collar,divorced,secondary,yes,-539,yes,no,cellular,30,jul,66,2,,0,unknown,0
id_13,48,admin.,married,secondary,no,407,yes,no,cellular,13,may,165,1,,0,unknown,0
id_1727,39,housemaid,divorced,tertiary,no,367,no,no,cellular,18,nov,64,1,,0,unknown,0
id_32570,34,management,single,tertiary,no,2626,no,no,cellular,28,aug,65,4,,0,unknown,0
id_31813,31,management,single,tertiary,no,809,no,no,cellular,12,aug,98,4,,0,unknown,0
id_23729,58,housemaid,married,primary,no,2666,yes,yes,cellular,29,jan,109,2,,0,unknown,0
id_14789,46,services,married,tertiary,no,4957,no,no,cellular,4,may,230,4,,0,unknown,0
id_10699,29,management,single,tertiary,no,6417,no,,cellular,13,aug,509,2,,0,unknown,0
id_26791,56,blue-collar,married,secondary,no,885,yes,no,unknown,14,may,229,2,,0,unknown,0
id_15206,38,unemployed,married,secondary,no,2,yes,yes,cellular,30,jan,433,1,,0,unknown,0
id_28009,32,blue-collar,married,secondary,no,61,yes,no,cellular,18,jul,284,3,,0,unknown,0
id_41828,29,services,divorced,secondary,no,355,no,no,cellular,28,jan,294,1,,0,unknown,0
id_28012,41,technician,married,secondary,no,306,no,no,cellular,14,aug,249,2,,0,unknown,0
id_35834,53,unemployed,divorced,primary,no,-51,no,no,telephone,3,feb,232,4,6,3,other,0
id_30931,32,technician,single,secondary,no,781,yes,no,cellular,3,jun,256,1,27,1,failure,0
id_19103,32,admin.,single,secondary,no,-1,yes,yes,unknown,29,may,202,3,,0,unknown,0
id_6209,26,student,single,tertiary,no,644,yes,no,cellular,15,may,66,1,368,1,failure,0
